,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,y
4299354,FF,2021-06-22,94.3,1.94,5.67,"Rodriguez, Eduardo",Taylor Walls,Eduardo Rodriguez,field_out,hit_into_play,,,,,8.0,Taylor Walls flies out to right fielder Hunter Renfroe.,R,R,L,TB,BOS,X,9.0,fly_ball,0,0,2021,0.98,1.44,0.23,1.79,,,,2,6,Bot,195.7,82.76,,,Christian Vazquez,,,-6.581970076919368,-136.8704873632698,-7.480201567789549,13.78097667853333,33.78264981676223,-12.58475602222803,3.3,1.5,334.0,94.7,31.0,93.4,2304.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.31,0.203,0.323,0.0,1.0,0.0,0.0,5.0,53,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,136.0,-0.017,-0.103,field_out
4299355,SL,2021-06-22,80.6,-1.66,6.01,"Wisler, Matt",Danny Santana,Matt Wisler,,called_strike,,,,,5.0,Danny Santana flies out to right fielder Manuel Margot.,R,L,R,TB,BOS,S,,,0,0,2021,1.19,-0.06,-0.14,2.2,,,,0,7,Top,,,,,Francisco Mejia,,,1.1082095944305004,-117.31327530151584,-1.5842889363695205,10.615771154619695,25.65329445814046,-32.628661535862065,3.02,1.41,,,,79.6,2389.0,5.9,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.59,,,,,,,,54,1,Slider,5,5,5,5,5,5,5,5,Standard,Standard,50.0,0.0,-0.038,called_strike
4299356,SL,2021-06-22,81.3,-1.7,6.02,"Wisler, Matt",Danny Santana,Matt Wisler,,ball,,,,,11.0,Danny Santana flies out to right fielder Manuel Margot.,R,L,R,TB,BOS,B,,,0,1,2021,0.97,0.07,-1.45,3.13,,,,0,7,Top,,,,,Francisco Mejia,,,-1.2986510495826027,-118.33120056115132,0.0611998889473341,9.29665757756831,25.328797784828755,-31.7993063922812,3.18,1.49,,,,80.4,2487.0,5.9,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.58,,,,,,,,54,2,Slider,5,5,5,5,5,5,5,5,Standard,Standard,52.0,0.0,0.027,ball
4299357,SL,2021-06-22,82.7,-1.63,5.98,"Wisler, Matt",Danny Santana,Matt Wisler,field_out,hit_into_play,,,,,8.0,Danny Santana flies out to right fielder Manuel Margot.,R,L,R,TB,BOS,X,9.0,fly_ball,1,1,2021,0.64,-0.03,0.02,1.41,,,,0,7,Top,163.22,71.55,,,Francisco Mejia,,,2.483881610427721,-120.36972647975124,-3.740796182859171,5.5758336054234805,27.45739888212741,-31.87088233332693,3.32,1.51,328.0,93.4,38.0,81.8,2561.0,6.1,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.44,0.034,0.054,0.0,1.0,0.0,0.0,3.0,54,3,Slider,5,5,5,5,5,5,5,5,Standard,Standard,38.0,0.039,-0.231,field_out
4299358,FF,2021-06-22,92.3,-1.56,5.94,"Wisler, Matt",Alex Verdugo,Matt Wisler,,ball,,,,,11.0,"Alex Verdugo grounds out, first baseman Yandy Diaz to pitcher Matt Wisler.",R,L,R,TB,BOS,B,,,0,0,2021,-0.88,1.67,-1.53,3.04,,,,1,7,Top,,,,,Francisco Mejia,,,1.9606310459444647,-134.15539331341054,-5.065705571054716,-10.948033609217497,33.9814727229366,-11.244417094606964,3.64,1.62,,,,91.1,2135.0,6.0,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.45,,,,,,,,55,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,213.0,0.0,0.026,ball
4299359,SL,2021-06-22,81.7,-1.57,6.03,"Wisler, Matt",Alex Verdugo,Matt Wisler,field_out,hit_into_play,,,,,5.0,"Alex Verdugo grounds out, first baseman Yandy Diaz to pitcher Matt Wisler.",R,L,R,TB,BOS,X,3.0,ground_ball,1,0,2021,0.86,0.06,0.27,2.37,,,,1,7,Top,158.98,156.23,,,Francisco Mejia,,,2.4707544065612828,-118.9302430648466,-1.64885891294781,7.470586815903888,27.292277680003416,-31.48094302415901,3.37,1.53,16.0,98.2,-9.0,80.6,2499.0,6.0,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.54,0.263,0.254,0.0,1.0,0.0,0.0,2.0,55,2,Slider,5,5,5,5,5,5,5,5,Standard,Standard,48.0,0.028,-0.189,field_out
4299360,SL,2021-06-22,81.9,-1.43,6.01,"Wisler, Matt",J. D. Martinez,Matt Wisler,,ball,,,,,14.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,B,,,0,0,2021,0.8,0.06,0.09,1.29,,,,2,7,Top,,,,,Francisco Mejia,,,1.8664586337250195,-119.1170065228074,-4.059703211662789,7.073205676984989,28.291874642460424,-30.899603502992584,3.62,1.66,,,,80.9,2435.0,6.2,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.33,,,,,,,,56,1,Slider,5,5,5,5,5,5,5,5,Infield shift,Standard,39.0,0.0,0.016,ball
4299361,SL,2021-06-22,82.6,-1.55,6.04,"Wisler, Matt",J. D. Martinez,Matt Wisler,,foul,,,,,4.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,S,,,1,0,2021,0.92,-0.14,-0.54,2.46,,,,2,7,Top,,,,,Francisco Mejia,,,0.4988738660858494,-120.15673191515612,-1.1905998277060403,8.59805687700452,29.393928830514177,-33.49293739171302,3.49,1.6,153.0,86.1,68.0,81.3,2330.0,6.0,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.48,,,,,,,,56,2,Slider,5,5,5,5,5,5,5,5,Infield shift,Standard,52.0,0.0,-0.02,foul
4299362,FF,2021-06-22,92.2,-1.36,6.02,"Wisler, Matt",J. D. Martinez,Matt Wisler,,foul,,,,,2.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,S,,,1,1,2021,-0.72,1.48,0.24,3.12,,,,2,7,Top,,,,,Francisco Mejia,,,5.602802429715406,-134.0609947959711,-4.674595326556063,-9.96952259070725,30.797871837759903,-13.597222031265089,3.49,1.6,291.0,90.6,38.0,91.5,2071.0,6.0,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.47,,,,,,,,56,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Infield shift,Standard,211.0,0.0,-0.027,foul
4299363,SL,2021-06-22,81.5,-1.44,6.05,"Wisler, Matt",J. D. Martinez,Matt Wisler,,ball,,,,,14.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,B,,,1,2,2021,1.03,-0.02,1.26,1.71,,,,2,7,Top,,,,,Francisco Mejia,,,4.061893387913067,-118.57380952412942,-2.98083377311783,8.681150715377589,27.033258397560868,-31.96445350264072,3.73,1.63,,,,80.7,2461.0,6.2,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.33,,,,,,,,56,4,Slider,5,5,5,5,5,5,5,5,Standard,Standard,35.0,0.0,0.018,ball
4299364,SL,2021-06-22,82.9,-1.42,6.06,"Wisler, Matt",J. D. Martinez,Matt Wisler,,ball,,,,,14.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,B,,,2,2,2021,0.76,-0.1,1.41,2.24,,,,2,7,Top,,,,,Francisco Mejia,,,4.942644808523868,-120.5825995598556,-1.9272357845465835,6.195142457493822,27.79533717994499,-32.91190761591149,3.69,1.65,,,,81.8,2494.0,6.0,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.48,,,,,,,,56,5,Slider,5,5,5,5,5,5,5,5,Standard,Standard,55.0,0.0,0.043,ball
4299365,SL,2021-06-22,81.6,-1.52,6.05,"Wisler, Matt",J. D. Martinez,Matt Wisler,strikeout,swinging_strike,,,,,14.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,S,2.0,,3,2,2021,1.01,-0.31,0.51,0.71,,,,2,7,Top,,,,,Francisco Mejia,,,2.6021057907683582,-118.69503318673428,-4.655199674495243,8.76495054874259,28.0734444200782,-34.22970960190495,3.49,1.6,,,,80.4,2564.0,6.0,633519,605538,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.48,,,0.0,1.0,0.0,0.0,,56,6,Slider,5,5,5,5,5,5,5,5,Infield shift,Strategic,33.0,0.019,-0.134,strikeout
4299366,SL,2021-06-22,86.3,2.82,5.71,"Taylor, Josh",Kevin Kiermaier,Josh Taylor,,called_strike,,,,,4.0,Kevin Kiermaier strikes out swinging.,R,L,L,TB,BOS,S,,,0,0,2021,-0.2,0.72,-0.5,2.78,,,,0,7,Bot,,,,,Christian Vazquez,,,-7.594698247901346,-125.44569572176091,-2.196773054098883,-0.567775115532182,25.346320869239783,-24.370873194834456,3.41,1.52,,,,87.5,2251.0,7.1,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.4,,,,,,,,57,1,Slider,5,5,5,5,5,5,5,5,Standard,Standard,233.0,0.0,-0.038,called_strike
4299367,SL,2021-06-22,88.9,2.86,5.61,"Taylor, Josh",Kevin Kiermaier,Josh Taylor,,swinging_strike,,,,,9.0,Kevin Kiermaier strikes out swinging.,R,L,L,TB,BOS,S,,,0,1,2021,-0.17,0.31,0.6,1.69,,,,0,7,Bot,,,,,Christian Vazquez,,,-5.267073460018142,-129.27084610206407,-4.235020554019269,-0.7190581261871495,28.480661499153108,-27.96027346310128,3.41,1.56,,,,89.9,2232.0,7.0,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.46,,,,,,,,57,2,Slider,5,5,5,5,5,5,5,5,Standard,Standard,211.0,0.0,-0.052,swinging_strike
4299368,SL,2021-06-22,86.6,2.79,5.51,"Taylor, Josh",Kevin Kiermaier,Josh Taylor,,ball,,,,,13.0,Kevin Kiermaier strikes out swinging.,R,L,L,TB,BOS,B,,,0,2,2021,-0.16,0.21,-0.83,0.74,,,,0,7,Bot,,,,,Christian Vazquez,,,-8.43732915904495,-125.81432289489568,-5.65051899058197,0.1604909227135334,27.52705471521267,-28.861842794602342,3.34,1.5,,,,87.6,2144.0,7.2,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.34,,,,,,,,57,3,Slider,5,5,5,5,5,5,5,5,Infield shift,Standard,262.0,0.0,0.022,ball
4299369,FF,2021-06-22,94.6,2.63,5.61,"Taylor, Josh",Kevin Kiermaier,Josh Taylor,,ball,,,,,12.0,Kevin Kiermaier strikes out swinging.,R,L,L,TB,BOS,B,,,1,2,2021,0.31,1.13,1.41,3.89,,,,0,7,Bot,,,,,Christian Vazquez,,,-3.925177055934551,-137.7548340967395,-1.3316109491365005,4.855386399669961,31.94994752962675,-17.802428159064096,3.41,1.48,,,,95.9,2016.0,7.1,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.42,,,,,,,,57,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Infield shift,Standard,160.0,0.0,0.043,ball
4299370,SL,2021-06-22,85.0,2.63,5.68,"Taylor, Josh",Kevin Kiermaier,Josh Taylor,,foul,,,,,2.0,Kevin Kiermaier strikes out swinging.,R,L,L,TB,BOS,S,,,2,2,2021,-1.01,0.68,-0.21,3.07,,,,0,7,Bot,,,,,Christian Vazquez,,,-4.709689137297595,-123.65184719146922,-1.124283099349053,-9.227307316602513,27.00932566915561,-25.20912332003588,3.41,1.56,143.0,80.7,70.0,85.8,2010.0,7.0,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.46,,,,,,,,57,5,Slider,5,5,5,5,5,5,5,5,Infield shift,Standard,287.0,0.0,0.0,foul
4299371,SL,2021-06-22,86.6,2.54,5.55,"Taylor, Josh",Kevin Kiermaier,Josh Taylor,strikeout,swinging_strike,,,,,4.0,Kevin Kiermaier strikes out swinging.,R,L,L,TB,BOS,S,2.0,,2,2,2021,-0.56,0.06,-0.37,2.22,,,,0,7,Bot,,,,,Christian Vazquez,,,-5.904478532076208,-126.1053733704688,-1.9099831530586229,-4.831328322074148,24.58810449223426,-31.391554913423217,3.41,1.56,,,,88.2,2064.0,7.2,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.31,,,0.0,1.0,0.0,0.0,,57,6,Slider,5,5,5,5,5,5,5,5,Infield shift,Standard,266.0,-0.038,-0.216,strikeout
4299372,FF,2021-06-22,95.0,2.5,5.7,"Taylor, Josh",Yandy Diaz,Josh Taylor,,foul,,,,,2.0,Yandy Diaz strikes out swinging.,R,R,L,TB,BOS,S,,,0,0,2021,0.02,1.25,-0.02,3.04,,,,1,7,Bot,,,,,Christian Vazquez,,,-6.769011275658521,-138.1377456867151,-4.161829872480953,1.8617634004012589,32.00155039812266,-15.387232292554726,3.47,1.59,,,,96.4,2048.0,7.2,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.27,,,,,,,,58,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,153.0,0.0,-0.027,foul
4299373,SL,2021-06-22,87.4,2.6,5.53,"Taylor, Josh",Yandy Diaz,Josh Taylor,,ball,,,,,13.0,Yandy Diaz strikes out swinging.,R,R,L,TB,BOS,B,,,0,1,2021,-0.39,0.1,-0.48,-0.86,,,,1,7,Bot,,,,,Christian Vazquez,,,-6.734444272886795,-126.7808306939347,-9.518831309859888,-2.6721574144200453,28.162747375925708,-29.117907641383816,3.33,1.56,,,,88.4,2322.0,7.3,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.22,,,,,,,,58,2,Slider,5,5,5,5,5,5,5,5,Strategic,Standard,243.0,0.0,0.021,ball
4299374,FF,2021-06-22,94.5,2.41,5.56,"Taylor, Josh",Yandy Diaz,Josh Taylor,,foul,,,,,1.0,Yandy Diaz strikes out swinging.,R,R,L,TB,BOS,S,,,1,1,2021,0.21,1.04,-0.53,2.96,,,,1,7,Bot,,,,,Christian Vazquez,,,-8.25072624038544,-137.33008488676637,-3.416508438842132,4.611185975397549,31.788993641282747,-18.50690805519344,3.47,1.59,151.0,59.3,50.0,95.6,1978.0,7.1,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.39,,,,,,,,58,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,148.0,0.0,-0.043,foul
4299375,SL,2021-06-22,86.7,2.42,5.77,"Taylor, Josh",Yandy Diaz,Josh Taylor,,foul,,,,,9.0,Yandy Diaz strikes out swinging.,R,R,L,TB,BOS,S,,,1,2,2021,-0.38,0.24,0.34,1.78,,,,1,7,Bot,,,,,Christian Vazquez,,,-4.252254657273778,-126.1413499528125,-3.843245072726471,-3.09576037496176,26.88041085699427,-28.96746813611137,3.47,1.59,177.0,71.0,57.0,87.7,2137.0,7.0,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.45,,,,,,,,58,4,Slider,5,5,5,5,5,5,5,5,Strategic,Standard,255.0,0.0,0.0,foul
4299376,FF,2021-06-22,94.4,2.62,5.57,"Taylor, Josh",Yandy Diaz,Josh Taylor,,ball,,,,,11.0,Yandy Diaz strikes out swinging.,R,R,L,TB,BOS,B,,,1,2,2021,0.05,1.38,-0.54,3.46,,,,1,7,Bot,,,,,Christian Vazquez,,,-8.447761826172691,-137.16071983326415,-2.840188255144453,2.687217784233041,33.77901912944465,-14.365899829396724,3.3,1.59,,,,95.2,2153.0,7.1,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.4,,,,,,,,58,5,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Strategic,143.0,0.0,0.028,ball
4299377,FF,2021-06-22,95.7,2.32,5.56,"Taylor, Josh",Yandy Diaz,Josh Taylor,,ball,,,,,13.0,Yandy Diaz strikes out swinging.,R,R,L,TB,BOS,B,,,2,2,2021,0.33,1.3,-0.66,1.14,,,,1,7,Bot,,,,,Christian Vazquez,,,-8.748433053263666,-138.77478853493523,-9.042431146157092,6.387404376438483,33.33272053532141,-13.495383494075572,3.28,1.51,,,,96.9,2250.0,7.3,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.2,,,,,,,,58,6,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,145.0,0.0,0.071,ball
4299378,FF,2021-06-22,95.3,2.35,5.53,"Taylor, Josh",Yandy Diaz,Josh Taylor,strikeout,swinging_strike,,,,,13.0,Yandy Diaz strikes out swinging.,R,R,L,TB,BOS,S,2.0,,3,2,2021,0.14,1.18,-0.29,1.05,,,,1,7,Bot,,,,,Christian Vazquez,,,-7.37868177727952,-138.35143373547447,-8.853227419763359,3.646273005956976,33.790185825978014,-15.11241916058536,3.47,1.59,,,,96.4,2230.0,7.3,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.25,,,0.0,1.0,0.0,0.0,,58,7,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,149.0,-0.028,-0.212,strikeout
4299379,FF,2021-06-22,94.6,2.56,5.48,"Taylor, Josh",Wander Franco,Josh Taylor,,foul,,,,,5.0,Wander Franco doubles (1) on a sharp line drive to left fielder Alex Verdugo.,R,R,L,TB,BOS,S,,,0,0,2021,0.27,1.28,-0.22,2.13,,,,2,7,Bot,,,,,Christian Vazquez,,,-7.958290413200719,-137.3389545834971,-5.898704674836556,5.301179823443863,33.61277177403501,-14.846025476102575,3.3,1.5,2.0,85.6,-42.0,95.4,2148.0,7.1,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.35,,,,,,,,59,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,146.0,0.0,-0.018,foul
4299380,FF,2021-06-22,92.6,2.59,5.59,"Taylor, Josh",Wander Franco,Josh Taylor,,ball,,,,,11.0,Wander Franco doubles (1) on a sharp line drive to left fielder Alex Verdugo.,R,R,L,TB,BOS,B,,,0,1,2021,0.02,0.95,-0.34,4.2,,,,2,7,Bot,,,,,Christian Vazquez,,,-7.654031818217276,-134.62322818875532,0.2435654310254122,2.0108934550616047,31.058532921910043,-20.956420425293395,3.11,1.43,,,,93.6,2066.0,7.1,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.42,,,,,,,,59,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,154.0,0.0,0.014,ball
4299381,SL,2021-06-22,86.7,2.62,5.64,"Taylor, Josh",Wander Franco,Josh Taylor,double,hit_into_play,,,,,7.0,Wander Franco doubles (1) on a sharp line drive to left fielder Alex Verdugo.,R,R,L,TB,BOS,X,7.0,line_drive,1,1,2021,-0.59,0.31,-0.36,1.78,,,,2,7,Bot,44.79,84.65,,,Christian Vazquez,,,-6.023526736412005,-126.15642665228503,-3.678416632720386,-5.054614078475333,26.732525384561708,-28.31425211286176,3.3,1.5,284.0,105.3,16.0,88.1,2204.0,7.3,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.23,0.629,0.733,1.25,1.0,1.0,1.0,5.0,59,3,Slider,5,5,5,5,5,5,5,5,Standard,Standard,198.0,0.044,0.221,double
4299382,FF,2021-06-22,94.9,2.43,5.6,"Taylor, Josh",Austin Meadows,Josh Taylor,,foul,,,,,4.0,Austin Meadows pops out to second baseman Enrique Hernandez.,R,L,L,TB,BOS,S,,,0,0,2021,0.29,1.63,-0.36,2.88,,Wander Franco,,2,7,Bot,,,,,Christian Vazquez,,,-8.02637029868362,-137.78513532261093,-5.08778955968664,5.670235967704682,34.232988937703944,-10.49698100613648,3.49,1.6,210.0,75.3,42.0,95.4,2273.0,7.0,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.52,,,,,,,,60,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,148.0,0.0,-0.045,foul
4299383,FF,2021-06-22,94.4,2.6,5.54,"Taylor, Josh",Austin Meadows,Josh Taylor,,ball,,,,,11.0,Austin Meadows pops out to second baseman Enrique Hernandez.,R,L,L,TB,BOS,B,,,0,1,2021,0.55,1.46,-1.07,3.76,,Wander Franco,,2,7,Bot,,,,,Christian Vazquez,,,-10.930337294458864,-137.01012878938965,-2.1308771651009457,9.520386139013926,33.02200557939777,-13.650619715634305,3.42,1.55,,,,95.3,2140.0,7.2,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.32,,,,,,,,60,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,153.0,0.0,0.018,ball
4299384,SL,2021-06-22,87.0,2.55,5.59,"Taylor, Josh",Austin Meadows,Josh Taylor,field_out,hit_into_play,,,,,2.0,Austin Meadows pops out to second baseman Enrique Hernandez.,R,L,L,TB,BOS,X,4.0,popup,1,1,2021,-0.5,0.53,0.04,3.32,,Wander Franco,,2,7,Bot,150.78,132.04,,,Christian Vazquez,,,-5.0664380273075045,-126.63808941030442,-0.3008342512589909,-4.209934986459962,28.7750071721807,-26.67472285192196,3.49,1.6,181.0,96.0,62.0,88.0,2115.0,7.1,633519,657031,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.36,0.014,0.02,0.0,1.0,0.0,0.0,3.0,60,3,Slider,5,5,5,5,5,5,5,5,Strategic,Standard,237.0,-0.064,-0.29,field_out
4299385,FF,2021-06-22,92.6,-1.24,6.24,"Feyereisen, J.P.",Xander Bogaerts,J. P. Feyereisen,,ball,,,,,11.0,"Xander Bogaerts grounds out, shortstop Taylor Walls to first baseman Yandy Diaz.",R,R,R,TB,BOS,B,,,0,0,2021,-0.56,1.79,-1.52,3.0,,,,0,8,Top,,,,,Francisco Mejia,,,0.4871884263520719,-134.7216071823149,-6.321562740437903,-6.899874981485108,31.05639929348369,-9.226410031460206,3.47,1.54,,,,92.1,2260.0,6.2,633519,656420,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.35,,,,,,,,61,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,197.0,0.0,0.038,ball
4299386,SL,2021-06-22,86.2,-1.49,6.11,"Feyereisen, J.P.",Xander Bogaerts,J. P. Feyereisen,field_out,hit_into_play,,,,,5.0,"Xander Bogaerts grounds out, shortstop Taylor Walls to first baseman Yandy Diaz.",R,R,R,TB,BOS,X,6.0,ground_ball,1,0,2021,0.44,-0.17,-0.19,2.35,,,,0,8,Top,99.43,139.9,,,Francisco Mejia,,,2.194937609470388,-125.5165233522073,-2.3666972710316583,4.181890125377965,25.212430327977664,-33.74395042254197,3.47,1.59,112.0,77.8,9.0,85.8,2555.0,6.0,633519,656420,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.51,0.351,0.329,0.0,1.0,0.0,0.0,2.0,61,2,Slider,5,5,5,5,5,5,5,5,Standard,Standard,92.0,0.046,-0.279,field_out
4299387,FF,2021-06-22,92.9,0.4,6.33,"Feyereisen, J.P.",Rafael Devers,J. P. Feyereisen,,ball,,,,,1.0,Rafael Devers doubles (21) on a sharp fly ball to right fielder Manuel Margot.,R,L,R,TB,BOS,B,,,0,0,2021,-0.5,1.74,-0.8,2.79,,,,1,8,Top,,,,,Francisco Mejia,,,-1.9541968854869265,-135.1028266422114,-7.011811765682965,-5.620454058258108,32.27409513851639,-9.598103378693196,3.2,1.35,,,,92.3,2290.0,6.2,633519,656420,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.29,,,,,,,,62,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,199.0,0.0,0.026,ball
4299388,FF,2021-06-22,92.9,0.52,6.33,"Feyereisen, J.P.",Rafael Devers,J. P. Feyereisen,double,hit_into_play,,,,,3.0,Rafael Devers doubles (21) on a sharp fly ball to right fielder Manuel Margot.,R,L,R,TB,BOS,X,9.0,fly_ball,1,0,2021,-0.44,1.51,0.51,3.31,,,,1,8,Top,163.01,109.48,,,Francisco Mejia,,,0.9305478524120508,-135.2577459033645,-5.229571347000237,-5.548461674108256,31.010731689669846,-12.786528667167628,3.37,1.53,314.0,105.5,49.0,92.6,2223.0,6.2,633519,656420,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.32,0.086,0.162,1.25,1.0,1.0,1.0,3.0,62,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,199.0,-0.092,0.384,double
